Textid,ChnText,EngText,Chn_Sentiment,Eng_Sentiment
404,全息图像继续放大，希恩斯看到了每颗星星向周围放射状伸出的细细的触须，这无数触须完成了星星间错综复杂的连接，希恩斯眼中星空的图景消失了，他置身于一个无限大的网络结构中。,"As the hologram continued to enlarge, he noticed innumerable thin tentacles extending radially from every star to form intricate connections, wiping out the starfield and situating him inside an infinitely large network structure.",0,0
405,在长时间的相对无语后，伽尔宁长叹一声说：“怎么会是这样？,"Then Garanin sighed and said, “How did this happen?",-1,-1
406,“等着吧杂种，你不得好死。”,"“Just wait, you bastard.",-1,-1
407,罗辑激动不已，刚才，他并没有看到那个最后的奥秘，但真切地感到了它的存在。,"Although he hadn’t actually glimpsed that final mystery, he had clearly felt its presence just now.",1,1
408,雷迪亚兹发现他已经站到了自己面前，透过刚吐出的一口烟雾居高临下俯视着自己，于是也站了起来。,"Rey Diaz found that the man was standing directly in front of him, peering down at him through the cloud of smoke he had just exhaled.",0,0
409,山杉惠子说，一千亿颗星星构成的星海给他们的身躯镀上了银边。,Their bodies were plated in silver by the ocean formed from a hundred billion stars.,0,0
410,庄颜说，她说英语有些吃力，但她那仍带着稚气的柔美声音和清泉般的微笑，像一双天使的手抚摸着泰勒疲惫的心灵。,"Her English was strained, but her voice retained a childlike softness and she still had that cool spring of a smile, which stroked his weary soul like an angel’s hands.",1,1
411,我们在创造历史！”,We’re making history!”,1,1
412,“你疯了？”,“Are you insane?”,-1,-1
413,随着天光渐明，星星在一颗颗消失，仿佛无数只眼睛渐次闭上；而东方正在亮起的晨空，则像一只巨大的眼睛在慢慢睁开。,"As daylight brightened, the stars went out one by one like the gradual shutting of innumerable eyes, even as the morning sky slowly opened in the east like a single giant eye.",0,0
414,毫不夸张地说，它是人类社会作为一个整体，有史以来所做出的最幼稚、最愚蠢的举动。,It is no exaggeration to say that it was the most na?ve and foolish action that human society as a whole has ever taken.,-1,-1
415,它们承载着人类的全部思想和记忆，怀抱着地球所有的光荣与梦想，默默地消失在永恒的夜色中。,"Carrying with them the entirety of human thoughts and memories, and embracing all of the Earth’s glory and dreams, they quietly disappeared into the eternal night.",0,0
416,西子的眼睛湿润了，三小时后将有几十亿人与她一样热泪盈眶。,"Xizi’s eyes were wet, and three hours later, the eyes of billions of people like her would fill with tears.",1,1
417,袭击者一脸恐惧地问。,the attacker asked in terror.,-1,-1
418,每一秒，危险都在以指数增长。,"Every second, the danger grows exponentially.",-1,-1
419,当全世界第一次看到探测器的影像时，所有人都陶醉于它那绝美的外形。,"When the world saw the probe for the first time, everyone was captivated by its magnificent exterior.",1,1
420,这是历史上唯一一次的机会，人们可以抛弃一切忧虑和负担，完全属于自己。,This is the only time in history where there’s a chance for people to abandon all of their cares and burdens and belong entirely to themselves.,0,0
421,西子惊恐地问。,Xizi asked in fright.,-1,-1
422,一处破裂的地下管道喷出高高的水柱，一群浑身湿透的人在周围孩子般地嬉戏。,"A ruptured underground pipe sprayed a high column of water, drenching a group of people who played around in it like children.",1,1
423,像已经无数次发生过的那样，他们的目光又交织在一起，这是两个世纪前在蒙娜丽莎的微笑中那次对视的继续。,"As had occurred so many times before, their eyes met and intertwined, a continuation of that gaze they had held in front of the Mona Lisa’s smile two centuries before.",0,0
424,“历史事实证明，面壁计划是一个完全失败的战略计划。,"“The facts of history have proven that, as a strategic plan, the Wallfacer Project was a complete and utter failure.",-1,-1
425,他眼中布满血丝，面容憔悴，身体瘦得似乎无法支撑起自己的重量。,"His eyes were bloodshot, his face haggard, his body gaunt, and he seemed unable to support his own weight.",-1,-1
426,机器人抽回刀，另一只手仍拿着托盘站在桌旁，那甜美的笑还留在它那美得不真实的脸蛋儿上。,"The robot retracted the knife and stood beside the table with a serving tray in its other hand, still with the sweet smile on its unrealistically beautiful face.",1,1
427,不一会儿，一团耀眼的白光从山脉尽头升起，一瞬间把停泊的舰队照得清晰无比。,"A moment later, a ball of white light rose from the edge of the mountain range, lighting the moored ships in perfect clarity in an instant.",0,0
428,夕阳完全落下去了，路两侧的沙漠在暮色中泛出一片白色，像雪。,"The sun had now entirely set, and the desert on either side of the road shone white in the twilight, like snow.",0,0
429,而你们，却被回光返照的低级技术蒙住了眼睛，你们躺在现代文明的温床中安于享乐，对即将到来的决定人类命运的终极决战完全没有精神上的准备。”,"You, on the other hand, have been blinded by the dying radiance of low-level technology and are luxuriating in the nursery of modern civilization, without any mental preparation whatsoever for the coming ultimate battle that will determine the fate of humanity.",-1,-1
430,知道你还活着我很高兴！,I’m glad to know you’re still alive.,1,1
431,太空中充满了碎片，形成了一团直径达十万公里、仍在迅速膨胀的金属云，云中战舰爆炸的核火球把云团苍白的轮廓一次次显现出来，像宇宙暗夜中时隐时现的一张阴沉的巨脸。,"Space was chock-full of debris in a cluster ten thousand kilometers in diameter, a rapidly expanding metallic cloud whose edges were illuminated time and again by the nuclear fireballs of exploding warships, as if a giant, stony face were flickering in and out of the cosmic night.",0,0
432,从长长的睡眠中醒来，章北海一看时间，居然睡了十五个小时，这可能是他除了长达两个世纪的冬眠外睡得最长的一觉了。,"Awakening from a long sleep, Zhang Beihai looked at the time: He had been asleep fifteen hours, perhaps the longest he had ever slept apart from his two centuries in hibernation.",0,0
433,刚刚复活的意识在努力分辨着，最初看清的是几根横空而过的透明细管，然后是管道后面的一张俯视着的人脸，人脸很快消失，露出发着乳白色光芒的天花板。,"The newly resurrected consciousness struggled to make sense of it, at first managing to work out a few thin, transparent tubes, then a human face behind them, which quickly disappeared, exposing the creamy-white light of the ceiling.",0,0
434,当机械臂的六指夹具最后夹紧了水滴时，舰队百万人的心脏同时悸动了一下，三小时后这同样的悸动将在地球上的三十亿颗心脏上出现。,"When the robot arm’s six digits grasped hold of the droplet at last, a million hearts in the fleet beat as one, echoed three hours later by three billion hearts on Earth.",1,1
435,这里已是旧城边缘，过去的高层建筑群在远方出现，黑乎乎地立在夜雨中，每幢建筑上只零星地亮着几点灯火，像一只只孤独的眼睛。,"The old high-rises of the past were visible in the distance, standing black in the rainy night, each building’s few scattered lights looking like lonely eyes.",0,0
436,他转身走的时候，白大褂上出现了翻滚的乌云，护士的衣服上则映出了许多双大眼睛，有的目光惊惧，有的含着泪。,"As he turned to leave, his white coat displayed billowing dark clouds, and the nurse’s uniform displayed lots of pairs of eyes, some of them frightened, some brimming with tears.",-1,-1
437,这是一个失望和希望来得一样快的时代，在焦虑地等待了一年半后，公众终于对面壁者罗辑失去了耐心和信心。,"It was an age in which hope came as quickly as disappointment, and after anxiously waiting for a year and a half, the public lost faith and patience in Luo Ji the Wallfacer.",-1,-1
438,阳光计划来自一个联合国提案，其主旨是：人类一旦取得末日之战的胜利，就应该在太阳系为战败的三体文明提供生存空间。,"Project Sunshine was a UN proposal whose main thrust was that, in the event of a human victory in the Doomsday Battle, defeated Trisolarans ought to be provided with space in the Solar System.",0,0
439,太阳已经从东方露出一角，把金辉洒向这个从毁灭中幸存的世界。,"A corner of the sun was peeking out in the east, casting gold across a world that had survived destruction.",1,1
440,不远处有几辆坠毁的飞车残骸，在一辆正在燃烧的残骸旁边围了一圈人，不断地把从草坪上拾到的其他可燃物扔进火里，有人还把自己闪亮着图像的衣服扔了进去。,"Not far off was the wreckage of several crashed flying cars, one of which was in flames and surrounded by a crowd of people who were picking up other combustibles from the lawn and throwing them into the flames.",0,0
441,当舰队毁灭的影像从二十个天文单位外经过三小时传回地球时，公众的表现就像一群绝望的孩子，世界变成了被噩梦缠绕的幼儿园,"When the images of the fleet’s destruction twenty AU away reached Earth after a three-hour delay, the public behaved like a gang of desperate children, turning the world into a nightmare-plagued kindergarten.",-1,-1
442,他看到，自己所在的位置处于一个由两千颗耀眼的小太阳构成的大平面上，它们的光芒使他的满头白发像燃烧起来似的。,"What he saw was that he was situated on a large plane consisting of two thousand small, dazzling suns whose light seemed to set his gray hair aflame.",0,0
443,全面启动雪地计划将导致整个太空经济的停滞，因而也会带来地球和舰队经济的全面衰退，两个国际都不愿为此计划付出这样的代价。,A full launch of the Snow Project would bring the entire space economy to a standstill and lead to a general economic recession on Earth and in the fleet.,0,0
444,从亚洲舰队基地看去，那颗小太阳渐渐缩小，变成一颗明亮的星星，但在以后长达一个星期的时间里，这颗星星仍依稀可见，在群星中隐现着亚洲舰队无尽的伤痛。,"Seen from the Asian Fleet base, the small sun gradually shrank, turning into a bright star that remained faintly visible for a week, as a reminder from the stars of the lasting pain of the Asian Fleet.",-1,-1
445,现在他只看到星星和墓碑，但这却是最能象征永恒的两样东西。,"Now he saw only the stars and the headstones, the two greatest symbols of eternity.",0,0
446,她按了好几次门铃后，自己推开了虚掩着的门，屋里混合着酒气、烟味和汗味的空气令她窒息。,"After pressing the doorbell repeatedly, she pushed open the unlatched door and practically choked on the mix of alcohol, smoke, and sweat that filled the room.",-1,-1
447,记忆是一条早已干涸的河流，只在毫无生气的河床中剩下零落的砾石。,"Memory was a river that had run dry long ago, leaving only scattered gravel in a lifeless riverbed.",-1,-1
448,但两个世纪的磨难这时已经在他身上聚集起来，把他完全压垮了。,But the two centuries of torment that had accumulated in his body had now completely overwhelmed him.,-1,-1
449,市长看上去一脸疲惫，从椅子上站起时都显得吃力。,The mayor looked utterly exhausted and seemed to have difficulty rising from his chair.,-1,-1
450,你比谁都清楚，在可以想见的未来，人类的技术根本不可能实现这个目标，因为你是大脑量子机制的发现者，知道对思维的研究必然进入量子层次，在基础物理学被智子锁死的情况下，这种研究是无源之水，不可能取得成功。,"You more than anyone are aware that it is utterly impossible for human technology to accomplish this in the foreseeable future, because you were the one who discovered the quantum structure of the brain.",-1,-1
451,最后看了一眼这间自己已经待了一个多月的球形舱室后，章北海打开舱门，飘了出去，他已经准备好平静地面对狂怒的人群，面对无数谴责和鄙夷的目光，面对最后的审判……面对自己不知道还有多长的余生，作为一名已经尽责的军人，不管将遇到什么，这余生肯定是平静的。,"Taking a last look at the spherical cabin in which he had spent more than a month, he opened the door and drifted out, prepared to calmly face the fury of the crowd, to face the countless expressions of disdain and condemnation, to face the final judgment … and to face, as a conscientious soldier, a life whose duration he did not know.",-1,-1
452,朝阳照进了城市，被巨树分隔成一缕缕光柱，给空中的车流镀上了一层金辉。,"The rising sun shone onto the city and was cut into shafts of light by the trees, coating the traffic with a layer of gold.",0,0
453,尾迹最初像一颗怒发冲冠的彗星，但很快拉长，变成一条上万公里长的银光巨龙。,"First it resembled a comet bristling with rage, but as the tail lengthened, it turned into a huge silver dragon that stretched ten thousand kilometers.",0,0
454,而最令人们激动的还不是眼前的事实，而是已经现出雏形的光明未来：三体文明的技术与人类的力量相结合，将使太阳系变成怎样一个梦幻天堂？,"But what excited people most of all was not the facts before their eyes, but the rudimentary outline of a bright future: What sort of fantastic paradise would the Solar System become after the union of Trisolaran technology and human power?",1,1
455,他移动于其中，有一种从未体会过的宁静和舒适。,He moved through it with a sense of tranquility and comfort he had never known before.,1,1
456,这时，舰队的指挥官们都处于一种震颤麻木状态中，在过去长达两个世纪的太空战略和战术研究中，设想过各种极端的战场情况，但目睹一百艘战舰像一挂鞭炮似的在一分钟内炸完，还是超出了他们的心理承受能力。,"For nearly two centuries, research into space strategy and tactics had dreamed up every possible kind of extreme battle condition, but witnessing a hundred warships blowing up like a string of firecrackers in under a minute was beyond what their minds could comprehend.",-1,-1
457,水滴看上去是那么脆弱，像太空中的一只暖瓶胆，所有人都担心它会在钢爪下破碎。,"The droplet looked so fragile, like a glass thermos liner in space, that everyone was afraid it would shatter in the claw.",0,0
458,在他们的上方，树形建筑遮天蔽日，天空的缝隙中穿行着飞车的车流，但由于城市建筑都是悬在空中的“树叶”，地面的空间十分宽阔，只有间距很远的巨树树干，使得城市已经没有了街道的概念，只是一片其间坐落着树干的连绵的广场。,"Because the buildings were “leaves” hanging in the air, the ground was wide open, and the widely spaced trunks of the giant trees meant there was no sense of streets, just a rolling plaza dotted with tree trunks.",0,0
459,在外太空中搜寻和跟踪这样小的不发光物体是很难的，现在我们失去了它们的踪迹，我们无法判断它们到达太阳系的时间，甚至它们到达后我们都无法觉察到。”,"Locating and tracking such small, dark bodies in outer space is incredibly difficult, and now that we’ve lost their tracks, we don’t know when they’ll reach the Solar System.",-1,-1
460,眼睛适应了之后，主任看到这里像一个吸毒者的地下室，地上到处散落着酒瓶和烟头，成堆的脏衣服上落满了烟灰，像一个垃圾堆。,"Once the director’s eyes had adapted, she saw that the place looked like the basement of a drug addict, the floor littered with bottles and cigarette ends, the piles of clothes covered in ash like a garbage heap.",-1,-1
461,人们也在展望这个世界的走向，期待星舰地球成为未来文明雪球的一个内核，随着舰队到达一个又一个的行星系，这个雪球会不断扩大。,"People acknowledged their prospects and looked forward to Starship Earth forming a core that would snowball into a future civilization, continually increasing in size as the fleet reached star system after star system.",1,1
462,在这惨烈的毁灭中，直线排列的战舰队列就像一根被点燃的长达两千公里的导火索，在剧烈的燃烧后，留下一条发着暗红色余光的灰烬带。,"In this brutal destruction, the lined-up warships were like a two-thousand-kilometer fuse that burned with such intensity that it left behind nothing but ash glowing a dull, dark red.",-1,-1
463,不过我真的看到了自己想看的未来，我感到很幸福。,"However, I have seen the future I hoped to see, and for this I am happy.",1,1
464,当车拐下高速公路时，他们面前展现出一幅壮观的奇异景象：新生活五村与公路间的沙漠变成了一张璀璨的光毯，密密麻麻地闪烁着，仿佛是萤火虫的海洋。,"When the car turned off the highway, a strange and spectacular sight met them: The desert between New Life Village #2 and the highway had been turned into a shining blanket dense with lights, like an ocean of fireflies.",0,0
465,"“如果是作为您的爱妻和孩子苏醒的条件呢？”
“这么卑鄙的话你居然也能在这里说出来。”","“And if it were a condition for reawakening your wife and child?”

“That’s a despicable thing to say at a time like this.”",-1,-1
466,水滴被击中时发光的亮度甚至使周围的核火球也变得黯淡，所有监视系统都为避免光学部分被强光损坏而调暗了图像，肉眼直视水滴会造成长时间的失明。,"The light emitted from the droplet when it was struck was so bright it drowned out the nuclear fireballs going off all around it, forced the monitoring systems to dim their images to avoid damage to their optical components, and caused sustained blindness to anyone who looked directly at it.",0,0
467,而人类技术所能加工的最光滑的表面，只放大上千倍后其粗糙就暴露无遗，正像格利弗眼中的巨人美女的脸。,"The smoothest surface that human technology could produce revealed itself as rough at just one thousand times magnification, like Gulliver’s impression of the face of the beautiful giantess.",-1,-1
468,是的，在这寒冷广漠的宇宙中，同为碳基生命本身就是一种缘分，一种可能要几十亿年才能修得的缘分，这个缘分让人们感受到一种跨越时空的爱。,"Yes, in the cold expanse of the universe, all carbon-based life shared a common destiny, one that might take billions of years to cultivate, but a destiny that cultivated feelings of love that transcended time and space.",1,1
469,一年又一年过去，终于到了那一天，当你第一次苏醒后，穿过大脑神经网络的图像走到我身边时，我再次看到你的眼睛，终于领悟了。,"The years passed, until finally, when you had just awakened and walked through the neural-network cloud to my side, and I looked into your eyes, I finally understood.",1,1
470,当时，他只身站在舰尾的平台上，平台在一个透明球形罩内，使得这里像暴露在太空中一样。,"He had been standing on the aft platform at the time, a platform enclosed in a transparent dome that made it seem exposed to space.",0,0
471,白色的球形舱壁像蜡一样消融了，“自然选择”号本身也消失了，他们悬浮在无际的太空中。,"The bulkheads of the white sphere melted like wax and Natural Selection vanished, leaving them suspended in infinite space, facing the misty starfield of the Milky Way.",0,0
472,五分钟过去了，对于重置口令的操作，这时间显然太长了，而即将成为舰长的章北海，是培训后的特遣队成员中对战舰指挥系统操作最熟练的人。,"Five minutes passed, clearly too long for changing a password, especially since Captain-in-waiting Zhang Beihai had come through training as the most skilled command system operator out of all the members of his Special Contingent.",-1,-1
473,现在，水滴使他们感受到了这种爱，任何敌意的鸿沟都是可以在这种爱中消弭的。,"And now, they sensed that love in the droplet, a love that could bridge the chasm of any enmity.",1,1
474,有许多行人围拢过来，他们的服装都映出表现惊恐的图像，闪成一片。,"Lots of pedestrians crowded round, the scenes of terror on their clothing flashing as one.",-1,-1
475,罗辑说：“我必须走了，否则这座城市真的要毁灭了。”,"Luo Ji said, “I have to leave, or else the city will really be destroyed.”",-1,-1
476,看到这一幕，冬眠者们又开始向讲坛上扔黄瓜土豆什么的，使得这一次小小的冲突最终在双方共同的欢乐中结束。,"When the hibernators saw this, they began tossing cucumbers and potatoes onto the stage as well, and thus the minor confrontation was resolved in mutual merriment.",1,1
477,外面，昨天还能看到的星星又消失了，黑乎乎的沙漠和夜空在地平线处连为一体，只有前面的一段公路在车灯的照耀下延伸。,"Outside, the stars that were visible yesterday had vanished, and the black desert and night sky joined into one at the horizon.",0,0
478,在火球出现的间隙，金属岩浆的光芒则使云团变成如血的晚霞。,"In between the fireballs, the glow of metallic magma turned the cloud into a blood-red sunset.",0,0
479,不过话说回来，虽然到处是沙漠，现在这个世界还是让我想起了江南，这个时代，美女如水啊。”,"Still, even though the desert’s everywhere, today’s world still reminds me of the south, and the age in which the women were as graceful as the water.”",1,1
480,它那黯淡的光亮好似山谷中的烛光，在残骸黑暗的高崖上投下一小圈光晕，那片被照亮的钛合金壁上镌刻着所有死难者的名字，没有墓志铭。,"Its dim light was like a candle in the mountain valley, casting a small halo onto a high cliff of the wreckage and shining on a piece of titanium bulkhead engraved with the names of the victims.",-1,-1
481,当与人群的距离进一步缩短时，他终于还是站住了，因为他看清了人们衣服上的图像。,"When he had gotten closer to the crowd, he finally stopped, because he saw the images they had on their clothes.",0,0
482,给岁月以文明，给时光以生命。,"Make time for civilization, make time for life.",0,0
483,罗辑被他们的目光所慑服，他知道，普通人的目光，是他们所在地区和时代的文明程度的最好反映。,"He was won over by their expressions, because he knew that the eyes of ordinary people were the best reflection of the level of civilization in a time and place.",1,1
484,他的衣服上映着一幅很古典的《圣经》画面：赤裸的亚当和夏娃站在伊甸园的树下，一条妖艳的毒蛇在他们之间蠕动着，不知是不是象征着刚刚发生的黑暗战役。,His clothing showed a classical biblical scene: a naked Adam and Eve standing beneath a tree in the Garden of Eden as a bewitching snake crawled between them.,0,0
485,章北海又摇摇头，“正像前面那些公民所说，星舰地球航行在严酷的太空中，威胁整个世界的灾难随时都可能发生。,"“Like those citizens said before, Starship Earth is traveling through the harsh environment of space, where catastrophes that threaten the entire world might occur at any time.",-1,-1
486,司令官话中的“我们”和“传统”这两个词让章北海有一种温暖的感觉，他知道，两个世纪前那支军队的血脉仍在太空舰队中延续。,"The commander’s use of “our” and “tradition” warmed Zhang Beihai, letting him know that the bloodline of the military of two centuries ago still endured in the space fleet of today.",1,1
487,“但我还是不知道，你如何通过对人类大脑和思维的研究来实现这个目标，甚至在思想钢印出现后，我仍然处于迷惑之中。,“But I still didn’t know how you would achieve this goal through your research into the brain and thoughts.,-1,-1
488,在跨越漫长岁月之后相聚，时间老乡之间比以前的地理老乡更亲密了一层。,"When they got together across the long years, temporally based countrymen shared an even closer affinity than geographically based countrymen used to.",0,0
489,当三双眼睛再次互相对视时，目光又变得飘忽不定了，像三点在风中摇曳的烛火。,"When the three pairs of eyes met once again, they were uncertain and erratic, like candles flickering in the wind.",-1,-1
490,整个金属云团都映照着巨龙发出的光芒，它在云中上下翻飞，仿佛沉浸在自己疯狂的舞动中。,The entire metallic cloud glowed with the dragon’s light as it whipped to and fro in its mad dance.,0,0
491,我只是想和您讨论一种可能：也许爱的萌芽在宇宙的其他地方也存在，我们应该鼓励她的萌发和成长。,I only wish to discuss with you one possibility: Perhaps seeds of love are present in other places in the universe.,1,1
492,当罗辑和史强走出电梯时，有种怀旧的感觉，产生这种感觉的原因是：出口大厅的墙壁和地板上没有被激活的显示窗口了，各种信息显示在悬挂于天花板上的真正的显示屏上。,"When Luo Ji and Shi Qiang exited the elevator, they felt nostalgic, a feeling prompted by one thing: The walls and floor of the exit hall did not have activated display windows.",0,0
493,这时夕阳已经照到天线下面，罗辑在映像中看到庄颜的长发和白裙在金色的阳光中飘动，像一个从天空俯视地面的天使。,"The setting sun now shone beneath the antenna, and, in the reflection, Luo Ji could see Zhuang Yan’s long hair and white dress fluttering in the golden sunlight like an angel looking down from the sky.",1,1
494,它在所有的可能之外，即使柏拉图的理想国中也没有这样完美的形状，它是比直线更直的线，是比正圆更圆的圆，是梦之海中跃出的一只镜面海豚，是宇宙间所有爱的结晶……美总是和善连在一起的，,"Not even in Plato’s Republic was there such a perfect shape: straighter than the straightest line, more circular than a perfect circle, a mirrored dolphin leaping out of the sea of dreams, a crystallization of all the love in the universe.…",1,1
495,飞来的碎片主要是被核火球烧熔的金属，它们大小不一，在飞行途中已经被太空中的低温部分冷却，但冷却变硬的只是一层外壳，里面还是炽热的液态，被击中后像焰火一样灿烂地飞散。,"These flying fragments, consisting largely of metal melted by the nuclear fireballs, were irregular in size, and although they had been partially cooled in flight by the low temperatures of space, only their outer shells had solidified.",0,0
496,对于被抛弃在无边暗夜中的孩子们，最需要的就是父亲，现在，同东方延绪一样，他们从这名来自古代的军人身上感受到了父亲的力量。,"Children cast aside into the endless night needed a father most of all, and now, like Dongfang Yanxu, they found the power of that father in the person of this ancient soldier.",1,1
497,两个世纪前被三体舰队出发的影像所压抑的人类精神，终于得到了彻底的解放。,The human spirit that had been repressed since the first appearance of the Trisolaran Fleet two centuries ago had finally found total liberation.,1,1
498,是的，我现在认为自己做的都是正确的，我绝对相信这一点，而不管现实是什么。,"Yes, right now I believe all I’ve done is correct.",1,1
499,这些人不时齐声发出兴奋的尖叫，四散开来躲避从巨树上落下来的碎片，然后又聚集起来狂欢。,"From time to time they would scream excitedly in unison and scatter to avoid debris falling from the trees, then they would regroup and continue their revels.",1,1
500,如果他发现了别的生命，不管是不是猎人，不管是天使还是魔鬼，不管是娇嫩的婴儿还是步履蹒跚的老人，也不管是天仙般的少女还是天神般的男孩，能做的只有一件事：开枪消灭之！,"If he finds other life—another hunter, an angel or a demon, a delicate infant or a tottering old man, a fairy or a demigod—there’s only one thing he can do: open fire and eliminate them.",-1,-1
501,医生心不在焉地说。,the doctor asked warily.,-1,-1
502,“太平洋”号飞离后，氢弹爆炸，所形成的小太阳把光和热量疯狂地倾泻到这寒冷的太空深渊中，周围的球体瞬间汽化，油膜气体在氢弹辐射的飓风中迅速扩散，随后在冷却中化为无数微小的颗粒，尘埃云形成了。,"Once Pacific had departed the vicinity, the bomb exploded, forming a small sun whose light and heat surged into the cold abyss of space and instantly vaporized the surrounding spheres.",0,0
503,接着他独自笑了起来，先是无声地笑，然后哈哈大笑，床和他一起发颤，吓得熊文要叫医生。,"Then he began laughing, silently at first, and then in great guffaws, trembling on his bed and frightening Xiong Wen, who wanted to call the doctor.",-1,-1
504,还有电磁炮，每秒钟能发射上百个钢球，每个有足球那么大，出膛速度每秒几十公里，无坚不摧，几分钟就扫平了火星上的一座大山……,"And there are railguns that can fire a hundred iron spheres a second, each the size of a football, at tens of kilometers per second.",0,0
505,大多数人的思想倾向是：星舰地球处于严酷的太空环境中，自身的生态系统又十分脆弱，在这样的条件下生存，必须建立一个纪律严明的社会，必须保证统一行动的意志。,"The inclination of the majority was that because Starship Earth was a highly fragile ecosystem traveling through the harsh environment of space, a disciplined society had to be established to guarantee a unified will to survive under these conditions.",0,0
506,但罗辑被驱逐的真正原因，还是冬眠者们心中对他彻底的失望。,But the real reason for Luo Ji’s expulsion was that he was an utter disappointment to the hibernators.,0,0
507,他打量着东方延绪，目光中充满着父辈的关切，这目光让东方感到从未有过的舒适，因为现在在星舰地球中，很难再见到这样一双没有阴影的眼睛了。,"He looked her up and down, his eyes full of a fatherly concern that gave her an undreamed-of sense of comfort, for it was hard to find a pair of eyes without a shadow on Starship Earth these days.",1,1
508,这时，人们发现了一个奇异的对比：机械臂显然是一个在设计上只重功能的东西，钢骨嶙峋，加上那些外露的液压设备，充满了繁杂的技术秉性和粗陋的工业感；而外形完美，晶莹流畅的固态液滴——水滴，则用精致的唯美消弭了一切功能和技术的内涵，表现出哲学和艺术的轻逸和超脱。,"It was at this point that people noticed a strange contrast: The mechanical arm was obviously designed purely as a functional object, with a rugged steel frame and exposed hydraulics that felt complicatedly technological and crudely industrial.",1,1
509,在他后面的谈话中，白大褂不断配合着他的表情和情绪，显示出不同的赏心悦目的图像，有大海、晚霞和细雨中的树林。,"As he continued speaking, the coat displayed a continuous assortment of delightful images that matched his expressions and emotions: seas, sunsets, and woods in the drizzle.",1,1
510,罗辑竭力保持着大脑的空白状态，他的头皮发紧，感到上方出现了一只覆盖整个天空的巨掌，向他压下来。,"As Luo Ji worked to maintain a blank state in his mind, his scalp tightened, and he felt like an enormous hand had covered the entire sky overhead and was pressing down on him.",-1,-1
511,很快，黑暗的空间中出现了一些扰动，像穿透一切的微风，这是时间流逝的感觉。,"Soon, disturbances appeared in the darkness of space, penetrating everything like a gentle breeze.",0,0
512,它的液滴外形是那么栩栩如生，以至于观察者有时真以为它就是液态的，根本不可能有内部机械结构。,"Its droplet shape was so natural that observers imagined it in a liquid state, one for which an internal structure was impossible.",0,0
513,丁仪不喜欢这种数学上的极端不对称，他这套用于镇静自己的思维体操失败了。,"He didn’t like extreme asymmetry in mathematics, so this attempt to calm himself through mental gymnastics failed.",-1,-1
514,他们中的大部分人开始变得越来越内向，长时间地独处沉思，人际交流急剧减少，他们在各种会议上的发言也越来越少，很多人选择了完全沉默。,"Most of them started to become increasingly introverted, spending long periods alone with their thoughts and sharply reducing their social interactions.",-1,-1
515,"那个世界中的每一个人都是上帝，都能在瞬间数清沙漠中的每一粒沙并记住它们，都能把星星串成晶莹的项链挂到爱人的颈上……
",Everyone in that world was god; all had the ability to instantaneously count and remember every grain of sand in the desert; all were able to string together stars into a crystal necklace to hang around a lover’s neck.,0,0
516,看着它，罗辑的心最后一次在痛苦中痉挛，这一次，是为地球上所有的生命。,"Luo Ji’s heart experienced a last spasm of pain as he watched it, this time for all life on Earth.",-1,-1
517,在这之前，面对那看起来已经近在眼前的无比真实的胜利，他终日被思想钢印折磨着，精神几乎被撕裂了。,"Previously, he had been tormented day and night by the mental seal in the face of what seemed like an all-but-certain victory, and he had nearly suffered a mental breakdown.",-1,-1
518,指数是数学中的魔鬼，如果海中有一个肉眼看不到的细菌，半小时分裂一次，只要有足够的养料，几天之内它的后代就能填满地球上所有的海洋。,"If there’s a microscopic bacterium in the ocean that divides once every half hour, its descendants will fill the entire ocean in the space of a few days, so long as there are sufficient nutrients.",0,0
519,面对这美丽的新世界，罗辑泪流满面，新生的感觉渗透了他的每一个细胞。,"Tears streamed down Luo Ji’s face at the sight of this brave new world, and the sensation of newborn life permeated his every cell.",1,1
520,“哦——”罗辑长长地沉吟一声，他眼前许多绚烂的肥皂泡破裂了，现实露出了真面目，他现在知道，就在这个伟大的新时代，智子仍然无处不在地飘荡着，人类的科学仍被锁死着，现有的技术，都不可能越过智子划定的那条线。,"“Oh—” Luo Ji punctuated his thought with an extended sigh as the gorgeous bubbles before his eyes burst to reveal the true face of the world, and he knew that in this great new era, sophons still floated everywhere and human science was still deadlocked.",-1,-1
521,舰队开始加速，但阵列丝毫不乱，这堵太阳的巨墙以雷霆万钧的气势向太空深处庄严推进，向整个宇宙昭示着人类的尊严和不可战胜的力量。,"The fleet accelerated with no disruption to its formation, its huge wall blocking out the sun, and then made a stately advance into space with the force of a thundercloud, declaring to the universe the dignity and invincibility of the human race.",0,0
522,我们真傻，他毕竟是一个两次改变历史的人！,He’s only someone who’s changed history twice!,-1,-1
523,所有的人都在欢呼中热泪盈眶，许多人因激动而号啕大哭，在历史上从来没有这样一个时刻，每个人都为自己是人类的一员而感到如此幸运和自豪。,"Never before in history had there been such a moment, in which every single person felt fortunate and proud to be a member of the human race.",1,1
524,但从心灵的最深处打动罗辑的，是人们目光中的自信，这种阳光般的自信充满了每一双眼睛，显然已经成为新时代人们的精神背景。,The sunny confidence that filled every pair of eyes had evidently become the spiritual backdrop for the people of this new era.,1,1
